cases;deaths;countriesAndTerritories;continentExp;Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
0;0;Barbados;America;13.58785594
97;0;Belarus;Europe;3.11031823
1694;236;Belgium;Europe;141.1546696
1;0;Belize;America;
3;0;Benin;Africa;0.1186325
0;0;Bermuda;America;52.79324246
0;0;Bhutan;Asia;0.39313636
7;1;Bolivia;America;1.04229077
0;0;Bonaire, Saint Eustatius and Saba;America;
54;1;Bosnia and Herzegovina;Europe;15.8739872
0;0;Botswana;Africa;
1146;60;Brazil;America;3.86260061
0;0;British Virgin Islands;America;
0;0;Brunei Darussalam;Asia;12.69340128
28;4;Bulgaria;Europe;5.11425722
0;0;Burkina Faso;Africa;1.22038938
0;0;Burundi;Africa;
0;0;Cambodia;Asia;0.40639207
238;1;Cameroon;Africa;1.86270208
1251;49;Canada;America;30.86789519
0;0;Cape Verde;Africa;0.72735737
1;0;Cayman Islands;America;40.03202562
0;0;Central African Republic;Africa;0.14751814
0;0;Chad;Africa;0.03762491
333;4;Chile;America;17.42820758
62;4;China;Asia;0.08690293
106;6;Colombia;America;2.20304384
0;0;Congo;Africa;0.70625354
20;0;Costa Rica;America;6.00289922
24;0;Cote dIvoire;Africa;0.79326336
68;1;Croatia;Europe;23.37935444
36;0;Cuba;America;2.1882062
0;0;Curaçao;America;
40;0;Cyprus;Europe;37.56140834
332;9;Czechia;Europe;30.85503953
11;2;Democratic Republic of the Congo;Africa;0.13826387
371;16;Denmark;Europe;43.09275051
0;0;Djibouti;Africa;4.1086449
2;0;Dominica;America;
108;8;Dominican Republic;America;13.53948992
205;25;Ecuador;America;16.93368299
0;0;Egypt;Africa;0.52097821
10;1;El Salvador;America;0.82125342
1;0;Equatorial Guinea;Africa;0.8849675
0;0;Eritrea;Africa;0.62908962
103;1;Estonia;Europe;51.17676364
0;0;Eswatini;Africa;0.69678339
6;0;Ethiopia;Africa;0.02319798
1;0;Falkland Islands (Malvinas);America;
2;0;Faroe Islands;Europe;203.3814738
5;0;Fiji;Oceania;1.23601755
97;1;Finland;Europe;21.11303192
5233;2004;France;Europe;77.18814306
2;0;French Polynesia;Oceania;8.59337236
3;0;Gabon;Africa;0.8285088
0;0;Gambia;Africa;0.12778486
27;0;Georgia;Europe;2.62712666
6082;141;Germany;Europe;81.4160934
1;0;Ghana;Africa;0.62134553
7;0;Gibraltar;Europe;252.1806207
99;6;Greece;Europe;10.42463219
0;0;Greenland;America;14.11930815
2;0;Grenada;America;
5;1;Guam;Oceania;43.63549419
3;0;Guatemala;America;0.21044877
23;2;Guernsey;Europe;175.2807595
0;0;Guinea;Africa;0.39150448
6;0;Guinea Bissau;Africa;
4;0;Guyana;America;2.29951135
0;0;Haiti;America;0.14205707
1;0;Holy See;Europe;736.196319
42;0;Honduras;America;2.46251968
55;6;Hungary;Europe;5.88370363
45;0;Iceland;Europe;267.5137469
601;12;India;Asia;0.19547463
196;11;Indonesia;Asia;0.61967538
0;0;Iran;Asia;37.17591695
0;0;Iraq;Asia;1.47291556
424;22;Ireland;Europe;73.20196401
43;0;Isle of Man;Europe;133.5871094
1176;5;Israel;Asia;78.83209246
4585;764;Italy;Europe;120.6205229
6;0;Jamaica;America;1.15321593
318;6;Japan;Asia;1.51978201
37;0;Jersey;Europe;98.33388994
0;0;Jordan;Asia;2.27684517
74;0;Kazakhstan;Asia;2.19390119
12;1;Kenya;Africa;0.21873944
9;0;Kosovo;Europe;6.83900971
0;0;Kuwait;Asia;4.34981342
19;0;Kyrgyzstan;Asia;2.15092277
0;0;Laos;Asia;
35;1;Latvia;Europe;19.89616494
0;0;Lebanon;Asia;4.82809291
1;0;Liberia;Africa;0.10126841
0;0;Libya;Africa;
0;0;Liechtenstein;Europe;106.8320392
122;0;Lithuania;Europe;25.12361391
125;1;Luxembourg;Europe;346.6396479
6;0;Madagascar;Africa;0.22989097
0;0;Malawi;Africa;
217;3;Malaysia;Asia;7.20818532
0;0;Maldives;Asia;1.13003501
3;0;Mali;Africa;
11;0;Malta;Europe;28.36540312
0;0;Mauritania;Africa;0.08838416
17;0;Mauritius;Africa;13.70434837
347;10;Mexico;America;2.31627493
86;2;Moldova;Europe;12.98457828
4;0;Monaco;Europe;87.65301496
0;0;Mongolia;Asia;0.24804925
30;0;Montenegro;Europe;25.71594807
0;0;Montserrat;America;100.1803246
0;0;Morocco;Africa;1.7054288
0;0;Mozambique;Africa;
0;0;Myanmar;Asia;
1;0;Namibia;Africa;0.44096589
1;0;Nepal;Asia;0.01747719
1026;148;Netherlands;Europe;73.65397491
2;0;New Caledonia;Oceania;5.65856902
52;0;New Zealand;Oceania;16.11938127
0;0;Nicaragua;America;0.04583299
24;0;Niger;Africa;0.41611758
16;0;Nigeria;Africa;0.08857325
76;1;North Macedonia;Europe;17.3315899
0;0;Northern Mariana Islands;Oceania;
273;2;Norway;Europe;65.04996423
0;0;Oman;Asia;3.67839787
0;0;Pakistan;Asia;0.829311
0;0;Palestine;Asia;2.14798104
198;4;Panama;America;34.68787973
0;0;Papua New Guinea;Oceania;0
19;0;Paraguay;America;1.10722494
181;6;Peru;America;4.09714264
385;29;Philippines;Asia;2.57869692
437;14;Poland;Europe;7.78978391
852;37;Portugal;Europe;86.27352756
62;3;Puerto Rico;America;
0;0;Qatar;Asia;16.91341778
445;39;Romania;Europe;14.80855144
601;4;Russia;Europe;2.67082994
7;0;Rwanda;Africa;0.5702095
1;0;Saint Kitts and Nevis;America;
0;0;Saint Lucia;America;6.01767007
5;0;Saint Vincent and the Grenadines;America;
6;2;San Marino;Europe;290.2504862
0;0;Saudi Arabia;Asia;4.70110637
12;0;Senegal;Africa;0.98181422
305;8;Serbia;Europe;19.2568272
0;0;Seychelles;Africa;3.06933631
0;0;Sierra Leone;Africa;
65;0;Singapore;Asia;12.559561
0;0;Sint Maarten;America;
24;0;Slovakia;Europe;5.74267566
37;4;Slovenia;Europe;28.49717527
0;0;Somalia;Africa;0.02590186
43;2;South Africa;Africa;2.22001105
94;3;South Korea;Asia;2.64908052
6663;932;Spain;Europe;216.1362471
3;1;Sri Lanka;Asia;0.39861687
0;0;Sudan;Africa;0.01167863
0;1;Suriname;America;1.54808614
601;80;Sweden;Europe;42.24752534
1033;52;Switzerland;Europe;168.7747022
0;0;Syria;Asia;
16;0;Taiwan;Asia;0.9253853
103;4;Thailand;Asia;2.315241
0;0;Timor Leste;Asia;0.07733234
1;1;Togo;Africa;0.38355139
3;0;Trinidad and Tobago;America;6.52344246
0;0;Tunisia;Africa;3.42889753
2786;69;Turkey;Europe;24.69517236
0;0;Turks and Caicos islands;America;
3;0;Uganda;Africa;0.10842658
175;5;Ukraine;Europe;2.37761624
240;1;United Arab Emirates;Asia;11.50398658
4868;736;United Kingdom;Europe;62.67038248
0;0;United Republic of Tanzania;Africa;0.03103156
32425;1104;United States of America;America;78.50760949
7;0;United States Virgin Islands;America;
12;0;Uruguay;America;7.53958063
37;0;Uzbekistan;Asia;0.58820471
0;0;Venezuela;America;0.37873702
4;0;Vietnam;Asia;0.15757483
0;0;Zambia;Africa;0.20715486
1;0;Zimbabwe;Africa;0.05462439
35;1;Afghanistan;Asia;0.64665783
29;2;Albania;Europe;8.97839491
80;25;Algeria;Africa;2.58285974
27;1;Andorra;Europe;496.2127676
2;0;Angola;Africa;0.02513723
0;0;Anguilla;America;
0;0;Antigua and Barbuda;America;14.41589868
186;6;Argentina;America;2.73778812
52;0;Armenia;Europe;21.36775255
2;0;Aruba;America;60.20129809
139;4;Australia;Oceania;18.20800533
241;18;Austria;Europe;98.68181549
78;0;Azerbaijan;Europe;4.65777357
4;1;Bahamas;America;6.16196731
45;0;Bahrain;Asia;23.27616253
9;2;Bangladesh;Asia;0.02821287
6;0;Barbados;America;12.89104282
43;1;Belarus;Europe;3.36422176
923;271;Belgium;Europe;150.1634278
0;0;Belize;America;
0;0;Benin;Africa;0.1186325
2;0;Bermuda;America;55.99283292
0;0;Bhutan;Asia;0.39313636
18;0;Bolivia;America;1.18994863
0;0;Bonaire, Saint Eustatius and Saba;America;
46;3;Bosnia and Herzegovina;Europe;16.3586891
0;0;Botswana;Africa;
1222;73;Brazil;America;4.33547541
0;0;British Virgin Islands;America;
2;0;Brunei Darussalam;Asia;12.00103394
18;3;Bulgaria;Europe;4.8571158
14;0;Burkina Faso;Africa;1.17118013
0;0;Burundi;Africa;
0;0;Cambodia;Asia;0.38212986
46;1;Cameroon;Africa;2.04047033
1363;44;Canada;America;33.62643934
1;0;Cape Verde;Africa;0.72735737
6;0;Cayman Islands;America;49.27018538
1;0;Central African Republic;Africa;0.12644412
1;0;Chad;Africa;0.03762491
424;5;Chile;America;19.12195709
48;3;China;Asia;0.08571725
139;7;Colombia;America;2.37587055
4;2;Congo;Africa;0.7620104
19;0;Costa Rica;America;6.30007245
27;1;Cote dIvoire;Africa;0.88658846
47;4;Croatia;Europe;22.56978602
19;0;Cuba;America;2.32055739
0;0;Curaçao;America;
30;0;Cyprus;Europe;39.04559772
282;6;Czechia;Europe;32.64850044
20;5;Democratic Republic of the Congo;Africa;0.15093806
320;22;Denmark;Europe;47.38135758
10;0;Djibouti;Africa;5.13580612
0;0;Dominica;America;19.49643494
90;9;Dominican Republic;America;13.65123261
97;27;Ecuador;America;16.88188042
206;14;Egypt;Africa;0.69729397
6;0;El Salvador;America;0.9142255
0;0;Equatorial Guinea;Africa;0.73747292
7;0;Eritrea;Africa;0.80065951
57;1;Estonia;Europe;53.74315001
0;0;Eswatini;Africa;0.69678339
3;0;Ethiopia;Africa;0.02587467
0;0;Falkland Islands (Malvinas);America;
2;0;Faroe Islands;Europe;182.8378906
0;0;Fiji;Oceania;1.12365232
267;5;Finland;Europe;24.66509566
4267;1053;France;Europe;80.79938898
1;0;French Polynesia;Oceania;8.23531518
0;0;Gabon;Africa;0.8285088
0;0;Gambia;Africa;0.12778486
9;0;Georgia;Europe;2.70218742
5936;184;Germany;Europe;84.620171
9;0;Ghana;Africa;0.6344957
3;0;Gibraltar;Europe;261.0811132
60;9;Greece;Europe;10.65774114
0;0;Greenland;America;14.11930815
0;0;Grenada;America;10.71409439
6;0;Guam;Oceania;46.62422667
11;1;Guatemala;America;0.2502634
22;0;Guernsey;Europe;209.406217
59;0;Guinea;Africa;0.85347976
3;0;Guinea Bissau;Africa;
1;0;Guyana;America;2.42726198
3;0;Haiti;America;0.16869277
0;0;Holy See;Europe;736.196319
4;7;Honduras;America;2.48304068
55;2;Hungary;Europe;6.15998189
53;0;Iceland;Europe;264.4324367
472;9;India;Asia;0.22350412
106;10;Indonesia;Asia;0.60674238
5275;292;Iran;Asia;42.37287471
106;2;Iraq;Asia;1.68914669
331;17;Ireland;Europe;77.87139292
12;0;Isle of Man;Europe;146.5911643
590;7;Israel;Asia;83.75029477
4805;681;Italy;Europe;117.7179166
2;0;Jamaica;America;1.22105216
336;1;Japan;Asia;1.75389781
5;1;Jersey;Europe;102.972281
24;0;Jordan;Asia;2.36593911
0;0;Kazakhstan;Asia;2.17772993
4;0;Kenya;Africa;0.22634777
8;0;Kosovo;Europe;6.89461142
137;1;Kuwait;Asia;7.20215009
0;0;Kyrgyzstan;Asia;2.02623159
0;0;Laos;Asia;
16;0;Latvia;Europe;20.05241754
26;1;Lebanon;Asia;4.23005119
3;1;Liberia;Africa;0.14177577
7;0;Libya;Africa;
2;1;Liechtenstein;Europe;106.8320392
0;0;Lithuania;Europe;23.83522345
117;0;Luxembourg;Europe;335.3999225
6;0;Madagascar;Africa;0.25213849
1;0;Malawi;Africa;
150;4;Malaysia;Asia;7.19879559
0;0;Maldives;Asia;1.13003501
2;0;Mali;Africa;
14;0;Malta;Europe;27.75757306
0;0;Mauritania;Africa;0.08838416
10;0;Mauritius;Africa;14.33443336
229;19;Mexico;America;2.44247468
161;4;Moldova;Europe;16.6202602
1;0;Monaco;Europe;90.67553272
0;0;Mongolia;Asia;0.12402462
27;0;Montenegro;Europe;30.0555143
1;0;Montserrat;America;100.1803246
211;15;Morocco;Africa;2.25654003
0;0;Mozambique;Africa;0.03293152
1;0;Myanmar;Asia;0.03885621
0;0;Namibia;Africa;0.44096589
0;0;Nepal;Asia;0.01747719
904;164;Netherlands;Europe;75.19892041
0;0;New Caledonia;Oceania;4.95124789
48;0;New Zealand;Oceania;16.85113009
0;0;Nicaragua;America;0.04583299
22;0;Niger;Africa;0.51049476
20;2;Nigeria;Africa;0.09354928
53;5;North Macedonia;Europe;19.1610355
0;0;Northern Mariana Islands;Oceania;
302;6;Norway;Europe;67.26459082
46;1;Oman;Asia;4.52262034
159;4;Pakistan;Asia;0.83300504
128;5;Panama;America;36.64245815
0;0;Papua New Guinea;Oceania;0
8;0;Paraguay;America;1.16400571
151;12;Peru;America;4.3924322
76;8;Philippines;Asia;2.51025231
244;8;Poland;Europe;8.14003451
638;20;Portugal;Europe;89.95178082
74;3;Puerto Rico;America;
376;0;Qatar;Asia;29.80151274
430;8;Romania;Europe;16.71949843
582;9;Russia;Europe;3.033476
13;0;Rwanda;Africa;0.67316399
1;0;Saint Kitts and Nevis;America;
1;0;Saint Lucia;America;6.56473098
0;0;Saint Vincent and the Grenadines;America;
8;0;San Marino;Europe;313.4705251
294;8;Saudi Arabia;Asia;5.21469714
12;1;Senegal;Africa;1.00022324
148;5;Serbia;Europe;21.18107391
0;0;Seychelles;Africa;3.06933631
2;0;Sierra Leone;Africa;
75;1;Singapore;Asia;13.04195841
0;0;Sint Maarten;America;
21;0;Slovakia;Europe;5.37573153
43;2;Slovenia;Europe;28.54523122
2;0;Somalia;Africa;0.03885279
80;2;South Africa;Africa;2.29685759
81;6;South Korea;Asia;2.61589381
5533;809;Spain;Europe;217.5572991
8;1;Sri Lanka;Asia;0.37985842
3;0;Sudan;Africa;0.01868581
0;0;Suriname;America;0.86004785
357;70;Sweden;Europe;46.36279794
974;56;Switzerland;Europe;165.298793
0;0;Syria;Asia;0.09373097
8;0;Taiwan;Asia;0.88332233
191;4;Thailand;Asia;2.25491835
0;0;Timor Leste;Asia;0
1;0;Togo;Africa;0.32168826
3;0;Trinidad and Tobago;America;3.87105377
40;5;Tunisia;Africa;3.719627
3013;76;Turkey;Europe;28.03159977
0;0;Turks and Caicos islands;America;
0;0;Uganda;Africa;0.10616769
153;5;Ukraine;Europe;2.69129792
241;1;United Arab Emirates;Asia;13.83753546
4911;756;United Kingdom;Europe;68.15599152
0;0;United Republic of Tanzania;Africa;0.02585963
34272;1344;United States of America;America;86.75795725
0;0;United States Virgin Islands;America;
19;1;Uruguay;America;7.36625694
39;0;Uzbekistan;Asia;0.70645204
0;2;Venezuela;America;0.37873702
1;0;Vietnam;Asia;0.15135477
0;0;Zambia;Africa;0.20715486
0;0;Zimbabwe;Africa;0.04779634
29;2;Afghanistan;Asia;0.69660295
28;2;Albania;Europe;9.50242574
69;22;Algeria;Africa;2.59911875
35;1;Andorra;Europe;509.3400895
4;0;Angola;Africa;0.03770585
0;0;Anguilla;America;
0;0;Antigua and Barbuda;America;14.41589868
103;3;Argentina;America;2.8762407
11;1;Armenia;Europe;21.60442069
0;0;Aruba;America;58.32000753
57;2;Australia;Oceania;16.00987176
217;18;Austria;Europe;94.27940093
63;2;Azerbaijan;Europe;5.16535146
1;1;Bahamas;America;6.41871595
12;0;Bahrain;Asia;22.30124473
18;1;Bangladesh;Asia;0.03741271
5;1;Barbados;America;13.58785594
170;3;Belarus;Europe;5.16270508
667;247;Belgium;Europe;154.126583
1;1;Belize;America;1.28089847
6;0;Benin;Africa;0.16947499
0;0;Bermuda;America;49.59365201
0;0;Bhutan;Asia;0.39313636
26;1;Bolivia;America;1.35497801
0;0;Bonaire, Saint Eustatius and Saba;America;
31;3;Bosnia and Herzegovina;Europe;16.29810136
2;0;Botswana;Africa;
852;54;Brazil;America;4.54111435
0;0;British Virgin Islands;America;
0;0;Brunei Darussalam;Asia;10.84708836
28;3;Bulgaria;Europe;4.9428296
43;1;Burkina Faso;Africa;1.3827799
0;0;Burundi;Africa;
0;0;Cambodia;Asia;0.16983549
95;0;Cameroon;Africa;2.40760041
1614;49;Canada;America;37.59852908
0;0;Cape Verde;Africa;0.72735737
4;0;Cayman Islands;America;55.42895855
0;0;Central African Republic;Africa;0.1053701
1;0;Chad;Africa;0.04389573
310;7;Chile;America;20.25639991
67;2;China;Asia;0.08076532
79;3;Colombia;America;2.48314229
0;0;Congo;Africa;0.7620104
19;0;Costa Rica;America;6.33969555
16;1;Cote dIvoire;Africa;0.91769683
56;3;Croatia;Europe;23.23216018
32;2;Cuba;America;2.51467245
0;0;Curaçao;America;6.7309987
20;0;Cyprus;Europe;40.07311345
115;8;Czechia;Europe;32.13205882
0;0;Democratic Republic of the Congo;Africa;0.14748146
292;18;Denmark;Europe;51.22215829
8;0;Djibouti;Africa;5.9575351
0;0;Dominica;America;18.10383244
167;5;Dominican Republic;America;14.36824824
181;8;Ecuador;America;16.44443654
85;5;Egypt;Africa;0.77300017
7;0;El Salvador;America;1.02269294
0;0;Equatorial Guinea;Africa;0.73747292
0;0;Eritrea;Africa;0.80065951
79;2;Estonia;Europe;58.1965852
0;0;Eswatini;Africa;0.43548962
5;2;Ethiopia;Africa;0.02855136
1;0;Falkland Islands (Malvinas);America;
0;0;Faroe Islands;Europe;135.5876492
2;0;Fiji;Oceania;1.23601755
45;2;Finland;Europe;23.57772921
1873;518;France;Europe;81.2679556
1;0;French Polynesia;Oceania;8.23531518
0;0;Gabon;Africa;0.690424
0;0;Gambia;Africa;0.12778486
17;2;Georgia;Europe;3.00243047
3677;92;Germany;Europe;85.0610328
0;0;Ghana;Africa;0.62463307
5;0;Gibraltar;Europe;261.0811132
62;5;Greece;Europe;10.35936169
1;0;Greenland;America;15.88422167
0;0;Grenada;America;9.82125319
17;0;Guam;Oceania;49.61295914
9;1;Guatemala;America;0.29007803
18;1;Guernsey;Europe;212.5085314
10;0;Guinea;Africa;0.93178066
0;0;Guinea Bissau;Africa;
5;0;Guyana;America;3.06601514
0;0;Haiti;America;0.16869277
0;0;Holy See;Europe;736.196319
30;0;Honduras;America;2.78059514
11;4;Hungary;Europe;5.90416869
69;0;Iceland;Europe;257.1493399
693;32;India;Asia;0.26551177
181;7;Indonesia;Asia;0.64997554
2483;151;Iran;Asia;44.12770728
83;5;Iraq;Asia;1.85195601
507;21;Ireland;Europe;85.74213334
1;0;Isle of Man;Europe;147.7733511
412;3;Israel;Asia;86.37959624
4316;527;Italy;Europe;115.6569335
3;0;Jamaica;America;1.32280651
383;3;Japan;Asia;2.02190916
32;0;Jersey;Europe;129.874949
22;0;Jordan;Asia;2.4352344
71;2;Kazakhstan;Asia;2.53888811
16;0;Kenya;Africa;0.24156442
10;0;Kosovo;Europe;7.33942506
77;0;Kuwait;Asia;8.74716579
72;3;Kyrgyzstan;Asia;3.14845217
1;0;Laos;Asia;
24;0;Latvia;Europe;20.52117535
7;1;Lebanon;Asia;4.06960097
3;2;Liberia;Africa;0.20253681
0;0;Libya;Africa;
1;0;Liechtenstein;Europe;83.38110376
40;4;Lithuania;Europe;23.9068007
75;5;Luxembourg;Europe;326.7665102
1;0;Madagascar;Africa;0.25584641
0;0;Malawi;Africa;
179;4;Malaysia;Asia;7.37407061
0;0;Maldives;Asia;1.13003501
4;2;Mali;Africa;
14;0;Malta;Europe;27.14974299
0;0;Mauritania;Africa;0.08838416
31;0;Mauritius;Africa;15.67336394
237;15;Mexico;America;2.58983837
112;3;Moldova;Europe;19.04404814
3;0;Monaco;Europe;93.69805048
0;0;Mongolia;Asia;0.12402462
13;0;Montenegro;Europe;31.01986236
0;0;Montserrat;America;100.1803246
102;11;Morocco;Africa;2.48411333
0;0;Mozambique;Africa;0.02963837
0;0;Myanmar;Asia;0.03885621
2;0;Namibia;Africa;0.52114151
3;0;Nepal;Asia;0.02796351
1224;115;Netherlands;Europe;78.96581001
0;0;New Caledonia;Oceania;4.59758733
39;0;New Zealand;Oceania;16.91385142
0;0;Nicaragua;America;0.04583299
64;5;Niger;Africa;0.78504657
22;1;Nigeria;Africa;0.10051571
0;0;North Macedonia;Europe;17.76487965
0;0;Northern Mariana Islands;Oceania;
130;8;Norway;Europe;65.83822115
21;0;Oman;Asia;4.88442996
827;15;Pakistan;Asia;1.15115386
62;0;Palestine;Asia;3.31230721
187;8;Panama;America;39.44480553
0;0;Papua New Guinea;Oceania;0
9;2;Paraguay;America;1.29176243
535;10;Peru;America;5.89963932
152;8;Philippines;Asia;2.65084124
475;15;Poland;Europe;9.1328501
754;29;Portugal;Europe;94.1749605
23;2;Puerto Rico;America;
279;1;Qatar;Asia;39.19393264
251;7;Romania;Europe;17.67239652
658;2;Russia;Europe;3.44273819
2;0;Rwanda;Africa;0.67316399
0;0;Saint Kitts and Nevis;America;
0;0;Saint Lucia;America;6.56473098
0;0;Saint Vincent and the Grenadines;America;6.32951453
7;0;San Marino;Europe;333.7880591
206;5;Saudi Arabia;Asia;5.46857439
3;0;Senegal;Africa;0.95113253
284;7;Serbia;Europe;24.69928619
0;0;Seychelles;Africa;3.06933631
2;0;Sierra Leone;Africa;
120;0;Singapore;Asia;14.71312085
2;2;Sint Maarten;America;
14;0;Slovakia;Europe;5.50416197
20;6;Slovenia;Europe;28.01661582
0;0;Somalia;Africa;0.03885279
70;2;South Africa;Africa;2.35833482
47;3;South Korea;Asia;2.5827071
1;0;South Sudan;Africa;
3667;674;Spain;Europe;215.4715272
7;0;Sri Lanka;Asia;0.3704792
2;0;Sudan;Africa;0.02335726
0;0;Suriname;America;0.86004785
340;85;Sweden;Europe;48.52307167
821;19;Switzerland;Europe;164.444445
3;0;Syria;Asia;0.10544734
0;0;Taiwan;Asia;0.83284677
51;3;Thailand;Asia;2.15294433
0;0;Timor Leste;Asia;0
3;0;Togo;Africa;0.35880614
1;1;Trinidad and Tobago;America;3.87105377
58;1;Tunisia;Africa;4.08731427
3135;73;Turkey;Europe;31.50216718
0;1;Turks and Caicos islands;America;
4;0;Uganda;Africa;0.11520324
83;5;Ukraine;Europe;2.86632321
278;0;United Arab Emirates;Asia;16.68282752
4020;599;United Kingdom;Europe;72.3902335
1;0;United Republic of Tanzania;Africa;0.01723976
25398;1146;United States of America;America;91.90557376
2;1;United States Virgin Islands;America;
17;1;Uruguay;America;7.19293325
76;0;Uzbekistan;Asia;0.89746698
4;0;Venezuela;America;0.39276431
4;0;Vietnam;Asia;0.12854789
0;0;Zambia;Africa;0.20155608
0;0;Zimbabwe;Africa;0.04779634
38;0;Afghanistan;Asia;0.78072104
16;1;Albania;Europe;9.67710268
103;21;Algeria;Africa;2.77099971
25;3;Andorra;Europe;515.9037505
2;0;Angola;Africa;0.04399016
0;0;Anguilla;America;
0;0;Antigua and Barbuda;America;14.41589868
74;7;Argentina;America;2.96333184
20;0;Armenia;Europe;20.89441625
7;0;Aruba;America;63.02323394
100;6;Australia;Oceania;15.95432326
314;16;Austria;Europe;88.17246177
57;0;Azerbaijan;Europe;5.66297684
4;0;Bahamas;America;7.4457105
56;0;Bahrain;Asia;25.40879522
35;3;Bangladesh;Asia;0.05519909
4;1;Barbados;America;14.98148219
136;5;Belarus;Europe;6.54859518
1937;257;Belgium;Europe;155.7066074
2;0;Belize;America;1.53707817
4;1;Benin;Africa;0.17794874
2;2;Bermuda;America;52.79324246
0;0;Bhutan;Asia;0.39313636
11;3;Bolivia;America;1.44183557
0;0;Bonaire, Saint Eustatius and Saba;America;
32;4;Bosnia and Herzegovina;Europe;17.08574195
0;0;Botswana;Africa;
926;67;Brazil;America;4.8164052
0;0;British Virgin Islands;America;
0;0;Brunei Darussalam;Asia;10.15472102
18;2;Bulgaria;Europe;4.97140087
19;0;Burkina Faso;Africa;1.4221473
0;0;Burundi;Africa;
1;0;Cambodia;Asia;0.16983549
8;0;Cameroon;Africa;2.32644534
1157;43;Canada;America;40.11382951
0;0;Cape Verde;Africa;0.72735737
0;0;Cayman Islands;America;55.42895855
0;0;Central African Republic;Africa;0.1053701
0;0;Chad;Africa;0.04389573
344;3;Chile;America;21.4699899
56;0;China;Asia;0.07985863
94;11;Colombia;America;2.52883211
0;0;Congo;Africa;0.7620104
13;0;Costa Rica;America;6.12176851
62;0;Cote dIvoire;Africa;1.15878667
40;1;Croatia;Europe;22.47165652
30;1;Cuba;America;2.73525775
2;0;Curaçao;America;7.34290767
19;0;Cyprus;Europe;39.84477662
235;11;Czechia;Europe;33.67199384
7;0;Democratic Republic of the Congo;Africa;0.15554686
312;8;Denmark;Europe;55.47631871
31;0;Djibouti;Africa;8.93630265
1;0;Dominica;America;19.49643494
83;4;Dominican Republic;America;14.74072389
101;11;Ecuador;America;15.92065505
3;7;Egypt;Africa;0.74311614
9;1;El Salvador;America;1.13116037
0;0;Equatorial Guinea;Africa;0.51623104
2;0;Eritrea;Africa;0.85784948
11;4;Estonia;Europe;57.06435591
1;0;Eswatini;Africa;0.52258754
1;0;Ethiopia;Africa;0.02944359
0;0;Falkland Islands (Malvinas);America;
2;0;Faroe Islands;Europe;133.5332909
0;0;Fiji;Oceania;1.12365232
249;0;Finland;Europe;26.74921469
3912;833;France;Europe;81.37838212
0;0;French Polynesia;Oceania;6.44502927
0;0;Gabon;Africa;0.690424
0;0;Gambia;Africa;0.08518991
14;0;Georgia;Europe;3.17757224
3834;173;Germany;Europe;84.33349037
73;0;Ghana;Africa;0.85476104
6;0;Gibraltar;Europe;278.8820981
20;6;Greece;Europe;9.88381943
0;0;Greenland;America;12.35439463
0;0;Grenada;America;9.82125319
2;0;Guam;Oceania;49.61295914
4;0;Guatemala;America;0.30714145
11;1;Guernsey;Europe;224.9177887
7;0;Guinea;Africa;0.98659128
15;0;Guinea Bissau;Africa;
2;1;Guyana;America;3.3215164
3;1;Haiti;America;0.16869277
0;0;Holy See;Europe;736.196319
7;0;Honduras;America;2.82163713
73;9;Hungary;Europe;6.44649268
76;2;Iceland;Europe;272.8360099
354;5;India;Asia;0.28754017
218;11;Indonesia;Asia;0.70651122
2274;136;Iran;Asia;45.16854612
70;3;Iraq;Asia;1.94608015
253;16;Ireland;Europe;86.43541099
12;0;Isle of Man;Europe;148.955538
474;8;Israel;Asia;87.58860541
3599;636;Italy;Europe;113.6854144
1;0;Jamaica;America;1.35672462
252;7;Japan;Asia;2.18981038
14;0;Jersey;Europe;140.0794093
4;1;Jordan;Asia;2.34614046
139;1;Kazakhstan;Asia;3.27737574
16;0;Kenya;Africa;0.27009565
26;2;Kosovo;Europe;7.22822165
109;0;Kuwait;Asia;11.31426879
12;0;Kyrgyzstan;Asia;3.30431614
1;0;Laos;Asia;0.16737672
9;0;Latvia;Europe;18.85448091
14;1;Lebanon;Asia;3.99666905
1;0;Liberia;Africa;0.2227905
0;0;Libya;Africa;0.2655865
0;0;Liechtenstein;Europe;83.38110376
32;1;Lithuania;Europe;23.7636462
39;5;Luxembourg;Europe;320.5765165
5;0;Madagascar;Africa;0.22247514
1;0;Malawi;Africa;
131;1;Malaysia;Asia;7.12054781
0;0;Maldives;Asia;1.13003501
2;0;Mali;Africa;
52;0;Malta;Europe;36.26719399
0;0;Mauritania;Africa;0.08838416
17;0;Mauritius;Africa;16.38220955
573;31;Mexico;America;2.9331644
101;4;Moldova;Europe;21.17104573
1;0;Monaco;Europe;90.67553272
1;0;Mongolia;Asia;0.15503078
19;0;Montenegro;Europe;33.10928314
0;0;Montserrat;America;100.1803246
99;10;Morocco;Africa;2.70346108
0;0;Mozambique;Africa;0.02963837
1;0;Myanmar;Asia;0.03700591
0;0;Namibia;Africa;0.52114151
0;0;Nepal;Asia;0.02446807
952;101;Netherlands;Europe;81.3208393
0;0;New Caledonia;Oceania;3.8902662
32;0;New Zealand;Oceania;16.74659455
1;0;Nicaragua;America;0.06111066
69;0;Niger;Africa;1.07675786
6;0;Nigeria;Africa;0.0985253
87;4;North Macedonia;Europe;20.8941945
